x_over_sigma,two_source_signal,single_gaussian_fit,residual
-5.8183118741058655,7.234369897416702e-07,3.2299027878849693e-06,-2.506465798143299e-06
-5.798283261802575,8.046369991590871e-07,3.5370089139068015e-06,-2.7323719147477144e-06
-5.778254649499285,8.945932078318593e-07,3.872102402037299e-06,-2.9775091942054393e-06
-5.758226037195994,9.942085986142577e-07,4.237614938806649e-06,-3.2434063401923907e-06
-5.738197424892704,1.1044746812292718e-06,4.6361782434332156e-06,-3.531703562203944e-06
-5.718168812589413,1.2264796781517013e-06,5.070639498610432e-06,-3.844159820458731e-06
-5.698140200286123,1.361417416519153e-06,5.544077882085931e-06,-4.1826604655667775e-06
-5.6781115879828326,1.5105969819265807e-06,6.059822270054927e-06,-4.5492252881283465e-06
-5.658082975679542,1.6754531939011442e-06,6.62147018737011e-06,-4.946016993468966e-06
-5.638054363376252,1.8575579670303883e-06,7.232908083725122e-06,-5.375350116694733e-06
-5.618025751072961,2.058632626137297e-06,7.898333019306677e-06,-5.83970039316938e-06
-5.597997138769671,2.2805612485717996e-06,8.622275847929967e-06,-6.341714599358168e-06
-5.57796852646638,2.525405111629753e-06,9.409625990382998e-06,-6.884220878753245e-06
-5.55793991416309,2.795418328327244e-06,1.0265657895606195e-05,-7.470239567278951e-06
-5.5379113018598,3.0930647602613636e-06,1.119605929243118e-05,-8.102994532169817e-06
-5.51788268955651,3.4210363020877756e-06,1.2206961339896378e-05,-8.785925037808603e-06
-5.497854077253219,3.7822726382514848e-06,1.3304970789655412e-05,-9.522698151403926e-06
-5.4778254649499285,4.1799825790288815e-06,1.4497204279689315e-05,-1.0317221700660434e-05
-5.457796852646638,4.617667089687671e-06,1.579132488444017e-05,-1.1173657794752498e-05
-5.437768240343347,5.0991441336544515e-06,1.719558105258981e-05,-1.2096436918935358e-05
-5.417739628040057,5.628575458007718e-06,1.8718848070023176e-05,-1.309027261201546e-05
-5.397711015736767,6.210495457394735e-06,2.03706721920368e-05,-1.4160176734642065e-05
-5.377682403433477,6.849842260611864e-06,2.2161317595577685e-05,-1.5311475334965822e-05
-5.357653791130186,7.551991192598373e-06,2.4101816309230554e-05,-1.6549825116632182e-05
-5.337625178826896,8.32279077347666e-06,2.6204021285798125e-05,-1.7881230512321464e-05
-5.317596566523605,9.168601425537852e-06,2.8480662789654938e-05,-1.9312061364117086e-05
-5.297567954220314,1.009633706872002e-05,3.094540827857316e-05,-2.0849071209853135e-05
-5.2775393419170245,1.1113509795165479e-05,3.361292596743629e-05,-2.2499416172270808e-05
-5.257510729613734,1.2228277823872605e-05,3.649895226915151e-05,-2.4270674445278905e-05
-5.237482117310444,1.3449496947278949e-05,3.962036331614096e-05,-2.6170866368862016e-05
-5.217453505007153,1.478677569282682e-05,4.2995250774038306e-05,-2.8208475081211484e-05
-5.197424892703863,1.6250534434164077e-05,4.6643002167603615e-05,-3.0392467733439538e-05
-5.177396280400572,1.7852068698623583e-05,5.058438594742319e-05,-3.273231724879961e-05
-5.157367668097281,1.960361692999315e-05,5.484164153463245e-05,-3.52380246046393e-05
-5.1373390557939915,2.151843297832941e-05,5.943857458969421e-05,-3.7920141611364795e-05
-5.117310443490701,2.3610863601674743e-05,6.440065776017686e-05,-4.0789794158502115e-05
-5.097281831187411,2.5896431277986567e-05,6.975513717144911e-05,-4.3858705893462544e-05
-5.07725321888412,2.839192263938263e-05,7.55311449332815e-05,-4.7139222293898875e-05
-5.05722460658083,3.111548285490407e-05,8.175981794443012e-05,-5.064433508952605e-05
-5.037195994277539,3.408671630240583e-05,8.847442328642138e-05,-5.438770698401555e-05
-5.017167381974248,3.73267938848513e-05,9.571049050687056e-05,-5.838369662201926e-05
-4.997138769670959,4.085856736120852e-05,0.00010350595110177269,-6.264738374056417e-05
-4.977110157367668,4.470669107727455e-05,0.00011190128551524652,-6.719459443797197e-05
-4.957081545064378,4.8897751497060764e-05,0.0001209396779841631,-7.204192648710234e-05
-4.9370529327610875,5.346040495082699e-05,0.00013066717956393398,-7.7206774613107e-05
-4.917024320457797,5.842552403138936e-05,0.00014113287968039933,-8.270735564900998e-05
-4.896995708154506,6.382635308593092e-05,0.00015238908656125237,-8.856273347532145e-05
-4.8769670958512155,6.969867326613109e-05,0.0001644915169086753,-9.479284364254421e-05
-4.856938483547926,7.608097761497025e-05,0.00017749949518283206,-0.00010141851756786182
-4.836909871244635,8.301465668398387e-05,0.0001914761628735152,-0.00010846150618953133
-4.816881258941345,9.0544195189962e-05,0.00020648869814449928,-0.00011594450295453727
-4.7968526466380546,9.871738023508498e-05,0.00022260854624203132,-0.00012389116600694636
-4.776824034334764,0.000107585521629104,0.00023991166106522043,-0.00013232613943611643
-4.756795422031473,0.00011720368486642301,0.00025847875830197105,-0.00014127507343554804
-4.7367668097281825,0.0001276309373246489,0.00027839558053931114,-0.00015076464321466223
-4.716738197424893,0.00013893060826431332,0.00029975317476158816,-0.00016082256649727484
-4.696709585121602,0.00015117056322189578,0.0003226481826538594,-0.00017147761943196363
-4.676680972818312,0.00016442349339991489,0.00034718314413089536,-0.00018275965073098047
-4.656652360515022,0.0001787672206685849,0.0003734668145144691,-0.0001946995938458842
-4.636623748211731,0.00019428501880321003,0.0004016144957828632,-0.00020732947697965314
-4.61659513590844,0.00021106595159006892,0.00043174838231689047,-0.00022068243072682155
-4.59656652360515,0.00022920522844078304,0.00046399792156588476,-0.00023479269312510172
-4.57653791130186,0.00024880457816104696,0.0004985001900552408,-0.0002496956118941938
-4.55650929899857,0.00026997264152390095,0.0005354002851538652,-0.0002654276436299642
-4.536480686695279,0.00029282538330034847,0.0005748517330154212,-0.0002820263497150727
-4.516452074391989,0.00031748652440089615,0.0006170169131013141,-0.000299530388700418
-4.496423462088698,0.00034408799478038933,0.000662067499686005,-0.0003179795049056157
-4.476394849785407,0.0003727704077551152,0.0007101849207361732,-0.000337414512981058
-4.456366237482117,0.00040368355637546914,0.0007615608345446231,-0.00035787727816915393
-4.436337625178827,0.0004369869324892942,0.0008163976244873538,-0.0003794106919980596
-4.416309012875537,0.00047285026912016173,0.0008749089122579144,-0.00040205864313775264
-4.3962804005722464,0.0005114541067711791,0.0009373200899168646,-0.0004258659831456855
-4.376251788268956,0.0005529903842482507,0.0010038688710758638,-0.0004508784868276131
-4.356223175965665,0.0005976630545768439,0.001074805861515439,-0.000477142806938595
-4.336194563662374,0.0006456887265630708,0.0011503951495127225,-0.0005047064229496517
-4.316165951359084,0.0006972973325231272,0.0012309149161304522,-0.0005336175836073249
-4.296137339055794,0.0007527328226746316,0.0013166580656909874,-0.0005639252430163558
-4.276108726752504,0.0008122538866489957,0.001407932876629164,-0.0005956789899801682
-4.2560801144492135,0.0008761347025454502,0.0015050636728850839,-0.0006289289703396337
-4.236051502145923,0.0009446657139046276,0.0016083915159627172,-0.0006637258020580896
-4.216022889842632,0.0010181544349324413,0.00171827491774208,-0.0007001204828096387
-4.1959942775393415,0.001096926284253191,0.0018350905740916869,-0.0007381642898384958
-4.175965665236052,0.0011813254474143532,0.0019592341192841787,-0.0007779086718698255
-4.155937052932761,0.0012717157683040945,0.0020911209011710476,-0.0008194051328669532
-4.135908440629471,0.0013684816695760105,0.0022311867770222304,-0.00086270510744622
-4.115879828326181,0.0014720291021041007,0.0023798889298834195,-0.0009078598277793188
-4.09585121602289,0.0015827865234138054,0.0025377067052472025,-0.000954920181833397
-4.075822603719599,0.0017012059049528047,0.0027051424677747666,-0.001003936562821962
-4.055793991416309,0.001827763767977202,0.002882722477741716,-0.0010549587097645138
-4.035765379113019,0.0019629622477353057,0.003070997786815271,-0.0011080355390799654
-4.015736766809728,0.0021073301855321245,0.003270545152700497,-0.0011632149671683724
-3.995708154506438,0.002261424248152642,0.00348196797211976,-0.0012205437239671182
-3.9756795422031472,0.0024258300740116275,0.0037058972315136126,-0.0012800671575019852
-3.955650929899857,0.0026011634452810513,0.003942992474770708,-0.001341829029489657
-3.9356223175965663,0.0027880714851243604,0.004193942787211535,-0.0014058713020871742
-3.915593705293276,0.0029872338790388818,0.004459467794963637,-0.0014722339159247556
-3.895565092989986,0.0031993641191743433,0.004740318678776131,-0.0015409545596017878
-3.875536480686695,0.003425210770356419,0.005037279201227795,-0.0016120684308713763
-3.855507868383405,0.0036655587563998782,0.005351166746186342,-0.0016856079897864637
-3.8354792560801143,0.003921230665146272,0.005682833369276905,-0.0017616027041306333
-3.815450643776824,0.0041930880705061966,0.006033166858014521,-0.0018400787875083244
-3.7954220314735334,0.004482032869626725,0.006403091800149965,-0.0019210589305232399
-3.775393419170243,0.004789008633140055,0.006793570658669077,-0.002004562025529022
-3.755364806866953,0.005115001966281017,0.007205604851774942,-0.002090602885493925
-3.7353361945636623,0.005461043878488186,0.007640235836067661,-0.0021791919575794745
-3.715307582260372,0.005828211158926964,0.008098546191020514,-0.0022703350320935492
-3.6952789699570814,0.006217627755193497,0.008581660702732922,-0.002364032947539425
-3.675250357653791,0.006630466152275316,0.009090747444819289,-0.0024602812925439725
-3.655221745350501,0.007067948748660037,0.009627018854171786,-0.0025590701055117496
-3.6351931330472103,0.007531349226296038,0.010191732799210217,-0.0026603835729141793
-3.61516452074392,0.008021993910921166,0.01078619363810777,-0.0027641997271866028
-3.5951359084406294,0.00854126311908627,0.0114117532643555,-0.002870490145269229
-3.575107296137339,0.009090592488010835,0.01206981213690149,-0.0029792196488906547
-3.5550786838340485,0.009671474284219784,0.012761820291974259,-0.003090346007754475
-3.5350500715307582,0.010285458686722312,0.013489278333572578,-0.003203819646850266
-3.515021459227468,0.010934155040308315,0.014253738399478381,-0.003319583359170066
-3.4949928469241773,0.011619233074354876,0.015056805099522796,-0.0034375720251679197
-3.474964234620887,0.0123424240823555,0.01590013642271175,-0.0035577123403562495
-3.4549356223175964,0.013105522057210196,0.016785444609694947,-0.003679922552484751
-3.434907010014306,0.013910384777143457,0.017714496986940772,-0.003804112209797315
-3.4148783977110155,0.014758934836954538,0.018689116758862347,-0.003930181921907808
-3.3948497854077253,0.015653160619146008,0.019711183754024426,-0.004058023134878418
-3.374821173104435,0.01659511719932905,0.020782635121450403,-0.004187517922121353
-3.3547925608011444,0.01758692718016247,0.021905465972939804,-0.004318538792777334
-3.334763948497854,0.01863078144795318,0.02308172996720542,-0.004450948519252238
-3.3147353361945635,0.019728939845926257,0.024313539831541206,-0.004584599985614949
-3.2947067238912733,0.020883731758064867,0.025603067816639735,-0.004719336058574868
-3.274678111587983,0.02209755659732692,0.026952546080093343,-0.004854989482766421
-3.2546494992846924,0.023372884191963397,0.02836426699403405,-0.004991382802070652
-3.234620886981402,0.02471225506359877,0.029840583372295854,-0.005128328308697083
-3.2145922746781115,0.026118280590684273,0.03138390861242152,-0.005265628021737245
-3.1945636623748213,0.027593643050901125,0.032996716747778924,-0.0054030736968778
-3.1745350500715306,0.02914109553607797,0.0346815424050106,-0.005540446868932628
-3.1545064377682404,0.030763461733189043,0.036440980662000924,-0.005677518928811881
-3.13447782546495,0.03246363556502567,0.03827768680152544,-0.005814051236499772
-3.1144492131616595,0.03424458068417719,0.04019437595572911,-0.005949795271551921
-3.0944206008583692,0.0361093298140248,0.04219382263658182,-0.006084492822557019
-3.0743919885550786,0.03806098393054106,0.04427886014746915,-0.006217876216928091
-3.0543633762517883,0.040102711278799205,0.0464523798710993,-0.006349668592300094
-3.0343347639484977,0.04223774621823445,0.048717330428946916,-0.006479584210712465
-3.0143061516452074,0.044469387890858254,0.05107671670750264,-0.006607328816644387
-2.994277539341917,0.04680099870681542,0.053533598746666876,-0.006732600039851454
-2.9742489270386265,0.04923600264188371,0.05609109048570455,-0.006855087843820842
-2.954220314735336,0.05177788334175498,0.05875235836227679,-0.006974475020521807
-2.934191702432046,0.05443018202820204,0.06152061976017824,-0.0070904377319762
-2.9141630901287554,0.05719649520252709,0.06439914130153755,-0.00720264609901046
-2.8941344778254647,0.060080472142004196,0.06739123697938762,-0.007310764837383424
-2.874105865522175,0.06308581218537887,0.07050026612667411,-0.007414453941295238
-2.8540772532188843,0.06621626180385672,0.07372963121795681,-0.007513369414100093
-2.8340486409155936,0.06947561145441339,0.0770827755002532,-0.007607164045839818
-2.814020028612303,0.07286769221268889,0.08056318044969926,-0.00769548823701037
-2.793991416309013,0.0763963721831769,0.08417436305093383,-0.007777990867756934
-2.7739628040057225,0.08006555268490362,0.087919872896374,-0.00785432021147038
-2.753934191702432,0.08387916421129044,0.09180328910281921,-0.007924124891528772
-2.733905579399142,0.08784116216342891,0.09582821704312157,-0.00798705487969266
-2.7138769670958514,0.09195552235654506,0.09999828489096879,-0.008042762534423736
-2.6938483547925607,0.09622623630000533,0.10431713997715814,-0.008090903677152803
-2.67381974248927,0.1006573062518184,0.10878844495609469,-0.008131138704276286
-2.6537911301859802,0.10525274004919746,0.11341587378161226,-0.008163133732414798
-2.6337625178826896,0.11001654571739113,0.11820310749160563,-0.008186561774214507
-2.613733905579399,0.11495272585963794,0.12315382980136645,-0.008201103941728516
-2.593705293276109,0.12006527183177662,0.12827172250594301,-0.008206450674166393
-2.5736766809728184,0.12535815770572425,0.1335604606922813,-0.008202302986557053
-2.5536480686695278,0.13083533402672848,0.1390237077623598,-0.008188373735631332
-2.533619456366237,0.13650072137001534,0.14466511026901327,-0.008164388898997926
-2.5135908440629473,0.1423582037031593,0.15048829256661791,-0.008130088863458618
-2.4935622317596566,0.1484116215612323,0.1564968512793247,-0.00808522971809239
-2.473533619456366,0.15466476504250415,0.16269434959003357,-0.008029584547529417
-2.453505007153076,0.16112136663320403,0.16908431135384316,-0.007962944720639131
-2.4334763948497855,0.16778509387056997,0.17567021504024413,-0.007885121169674159
-2.413447782546495,0.17465954185413582,0.1824554875088767,-0.007795945654740871
-2.393419170243204,0.1817482256159273,0.18944349762424298,-0.0076952720083156845
-2.3733905579399144,0.18905457236093734,0.19663754971532385,-0.007582977354386511
-2.3533619456366237,0.19658191358995342,0.2040408768866393,-0.007458963296685883
-2.333333333333333,0.20433347711748232,0.21165663418786082,-0.007323157070378505
-2.3133047210300433,0.21231237899819227,0.2194878916496867,-0.007175512651494437
-2.2932761087267526,0.22052161537592957,0.22753762719426918,-0.007016011818339607
-2.273247496423462,0.22896405426998473,0.23580871942907553,-0.006844665159090796
-2.253218884120172,0.23764242731389207,0.24430394033366118,-0.006661513019769111
-2.2331902718168815,0.246559321462603,0.2530259478494174,-0.006466626386814389
-2.213161659513591,0.25571717068441135,0.26197727838293217,-0.0062601076985208115
-2.1931330472103,0.26511824765452136,0.27116033923419747,-0.006042091579676112
-2.1731044349070103,0.2747646554676063,0.28057740096145034,-0.005812745493844029
-2.1530758226037197,0.2846583193871415,0.2902305896950065,-0.0055722703078650015
-2.133047210300429,0.29480097864967475,0.3001218794129828,-0.005320900763308045
-2.113018597997139,0.3051941783425546,0.31025308419235487,-0.005058905849800288
-2.0929899856938485,0.315839261373923,0.3206258504493037,-0.0047865890753807094
-2.072961373390558,0.32673736055403246,0.33124164918330584,-0.004504288629273379
-2.052932761087267,0.33788939080715696,0.34210176823991756,-0.0042123774327605945
-2.0329041487839774,0.3492960415335038,0.353207304607646,-0.0039112630741421905
-2.0128755364806867,0.3609577691406419,0.36455915676475303,-0.0036013876241111076
-1.992846924177396,0.372874789763989,0.3761580170922294,-0.003283227328240379
-1.9728183118741063,0.3850470721959053,0.38800436436958147,-0.002957292173676185
-1.9527896995708156,0.3974743310428585,0.4000984563704096,-0.0026241253275510745
-1.932761087267525,0.4101560201299914,0.4124403225750771,-0.0022843024450857063
-1.9127324749642343,0.42309132617225725,0.4250297570180714,-0.001938430845814132
-1.8927038626609445,0.4362791627310186,0.43786631128789144,-0.0015871485568728638
-1.8726752503576538,0.44971816447472207,0.4509492876975266,-0.0012311232228045532
-1.8526466380543631,0.4634066817618767,0.4642777326437439,-0.0008710508818671747
-1.8326180257510734,0.4773427755641644,0.4778504301735652,-0.0005076546094008316
-1.8125894134477827,0.4915242127470154,0.49166589577637737,-0.00014168302936196087
-1.792560801144492,0.5059484617244421,0.505722370420179,0.00022609130426309854
-1.7725321888412013,0.5206126885043468,0.5200178148504689,0.000594873653877892
-1.7525035765379116,0.5355137531398517,0.5345499041702314,0.0009638489696203179
-1.7324749642346209,0.5506482066015093,0.5493160227193821,0.0013321838821271914
-1.7124463519313302,0.566012288084482,0.5643132592718834,0.0016990288125986464
-1.6924177396280404,0.5816019227639952,0.5795384025685695,0.002063520195425772
-1.6723891273247498,0.5974127200114958,0.5949879372034496,0.0024247828080462552
-1.652360515021459,0.6134399720830505,0.6106580398809667,0.002781932202083781
-1.6323319027181684,0.6296786532905954,0.6265445760613614,0.003134077229233978
-1.6123032904148786,0.6461234196656394,0.6426430970108523,0.003480322654787038
-1.592274678111588,0.6627686091240246,0.6589488372729222,0.0038197718511023826
-1.5722460658082973,0.679608242139275,0.6754567125764603,0.004151529562814615
-1.5522174535050075,0.6966360229310002,0.6921613181959786,0.004474704735021651
-1.5321888412017168,0.7138453411736926,0.7090569277784825,0.004788413395210078
-1.5121602288984262,0.7312292742301137,0.7261374926509114,0.005091781579202315
-1.4921316165951355,0.7487805899123354,0.7433966416213613,0.005383948290974105
-1.4721030042918457,0.7664917497722952,0.7608276812865077,0.005664068485787488
-1.452074391988555,0.7843549129225627,0.7784235968568433,0.005931316065719394
-1.4320457796852644,0.802361940386797,0.7961770535104615,0.006184886876335449
-1.4120171673819746,0.8205043999782,0.8140803982852091,0.006424001692990955
-1.391988555078684,0.8387735717030462,0.8321256625180639,0.00664790918498237
-1.3719599427753932,0.857160453685175,0.8503045648395684,0.006855888845606617
-1.3519313304721035,0.8756557686061551,0.8686085147301268,0.0070472538760283365
-1.3319027181688128,0.8942499706546353,0.8870286166438572,0.007221354010778058
-1.311874105865522,0.912933252977223,0.9055556747045542,0.007377578272668828
-1.2918454935622314,0.9316955556221136,0.9241801979771783,0.007515357644935272
-1.2718168812589417,0.9505265739655343,0.9428924063170506,0.007634167648483681
-1.251788268955651,0.9694157676099965,0.9616822367977287,0.007733530812267797
-1.2317596566523603,0.9883523697422525,0.9805393507172465,0.007813019025005974
-1.2117310443490705,1.0073253969378473,0.999453141181152,0.007872255756695257
-1.1917024320457799,1.0263236593981346,1.0184127412594386,0.007910918138696044
-1.1716738197424892,1.04533577160466,1.037407032713141,0.007928738891519016
-1.1516452074391985,1.0643501633749222,1.0564246552850471,0.007925508089875022
-1.1316165951359087,1.0833550913026169,1.075454016547594,0.007901074755022774
-1.111587982832618,1.102338650564665,1.0944833022996756,0.007855348264989459
-1.0915593705293274,1.121288787076527,1.1135004875027006,0.007788299573826318
-1.0715307582260376,1.1401933099765955,1.1324933477448986,0.0076999622316968885
-1.051502145922747,1.1590399044197846,1.1514494712214869,0.007590433198297664
-1.0314735336194563,1.1778161446597843,1.1703562712169495,0.00745987344283483
-1.0114449213161656,1.1965095073989342,1.1892009990743637,0.0073085083245705285
-0.9914163090128758,1.2151073853841186,1.2079707576353362,0.00713662774878232
-0.9713876967095851,1.2335971012266658,1.2266525151328402,0.006944586093825533
-0.9513590844062945,1.2519659214238161,1.245233119517914,0.006732801905902086
-0.9313304721030047,1.2702010705590205,1.2636993131999639,0.00650175735905667
-0.911301859799714,1.2882897456580338,1.2820377481791523,0.006251997478881499
-0.8912732474964233,1.3062191306775481,1.3002350015481592,0.005984129129388949
-0.8712446351931327,1.3239764111029764,1.3182775913394758,0.005698819763500618
-0.8512160228898429,1.341548788631862,1.3361519926932375,0.005396795938624521
-0.8311874105865522,1.3589234959193737,1.3538446543195768,0.0050788415997968794
-0.8111587982832615,1.376087811362316,1.3713420152284215,0.004745796133894586
-0.7911301859799718,1.3930290738981903,1.3886305216987418,0.004398552199448513
-0.7711015736766811,1.4097346977959195,1.4056966444583199,0.004038053337599656
-0.7510729613733904,1.4261921874150159,1.4225268960442727,0.003665291370743118
-0.7310443490700997,1.442389151910207,1.4391078483138044,0.0032813035964025516
-0.71101573676681,1.4583133198587563,1.4554261500739232,0.0028871697848331657
-0.6909871244635193,1.4739525537880425,1.4714685447982379,0.002484008989804609
-0.6709585121602286,1.48929486458128,1.487221888398366,0.0020729761829139104
-0.6509298998569388,1.5043284257396672,1.5026731670170066,0.0016552587226605908
-0.6309012875536482,1.5190415874796481,1.5178095148093014,0.001232072670346751
-0.6108726752503575,1.5334228906444216,1.532618231678775,0.0008046589656465208
-0.5908440629470668,1.5474610804093358,1.547086800933898,0.0003742794754377776
-0.570815450643777,1.5611451197612904,1.5612029068311295,-5.7787069839054794e-05
-0.5507868383404864,1.574464202732824,1.574954451970222,-0.0004902492373981548
-0.5307582260371957,1.5874077673721132,1.5883295745075539,-0.0009218071354406554
-0.5107296137339059,1.5999655084306994,1.6013166651533512,-0.0013511567226518473
-0.49070100143061524,1.6121273897513588,1.6139043839188267,-0.0017769941674679046
-0.47067238912732456,1.623883656339128,1.6260816765795054,-0.0021980202403775184
-0.4506437768240348,1.6352248460991619,1.6378377908213773,-0.0026129447222154045
-0.4306151645207441,1.6461418012257065,1.6491622920369284,-0.0030204908112219098
-0.41058655221745344,1.6566256792271323,1.6600450787386127,-0.0034193995114804032
-0.39055793991416277,1.666667963572636,1.670476397557958,-0.003808433985321935
-0.370529327610873,1.6762604739468658,1.6804468577991487,-0.004186383852282871
-0.3505007153075823,1.6853953760993998,1.6899474455167312,-0.004552069417331328
-0.33047210300429164,1.6940651912766629,1.6989695370879063,-0.004904345811243438
-0.31044349070100186,1.7022628052245397,1.7075049122508366,-0.005242107026296905
-0.2904148783977112,1.7099814767506067,1.7155457665813756,-0.005564289830768843
-0.2703862660944205,1.7172148458355512,1.723084723381723,-0.005869877546171853
-0.25035765379112984,1.7239569412840237,1.730114844955667,-0.006157903671643261
-0.23032904148784006,1.7302021879058058,1.7366296432462842,-0.006427455340478394
-0.2103004291845494,1.7359454132188321,1.7426230898132806,-0.006677676594448512
-0.19027181688125872,1.7411818536662356,1.748089625128486,-0.006907771462250523
-0.17024320457796893,1.745907160340236,1.7530241671694478,-0.007117006829211681
-0.15021459227467826,1.750117404206304,1.7574221192925272,-0.0073047150862233234
-0.1301859799713876,1.7538090808216604,1.7612793773684257,-0.007470296546765232
-0.11015736766809692,1.7569791145427962,1.7645923361646345,-0.007613221621838306
-0.09012875536480713,1.7596248622172859,1.767357894960915,-0.007733032743629131
-0.07010014306151646,1.761744116355794,1.7695734623855663,-0.007829346029772255
-0.05007153075822579,1.7633351077807555,1.7712369604619174,-0.007901852681161836
-0.030042918454936007,1.7643965077488128,1.7723468278562042,-0.007950320107391384
