frame,x_px,y_px,x_error_px,y_error_px
76.0,35.150311526479754,39.31464174454829,-0.3496884735202457,-0.18535825545171036
77.0,35.58300550747443,39.96144767899292,0.08300550747443225,0.4614476789929185
78.0,42.87607170693687,39.24240062353858,-0.6239282930631305,-0.25759937646142106
79.0,35.02996254681648,39.73857677902622,-0.4700374531835223,0.23857677902621788
80.0,43.50525394045534,39.864273204903675,0.00525394045534,0.3642732049036752
81.0,43.33101045296167,38.69773519163763,-0.16898954703832914,-0.8022648083623665
82.0,43.230646448523544,39.76217079010375,-0.26935355147645623,0.26217079010375244
83.0,35.02894736842105,39.64122807017544,-0.4710526315789494,0.14122807017543693
84.0,35.62619047619047,39.12222222222222,0.12619047619047308,-0.37777777777778
85.0,43.24362818590705,39.74662668665667,-0.25637181409295096,0.24662668665666843
86.0,44.21086261980831,39.45047923322684,0.7108626198083101,-0.049520766773163416
87.0,35.957414448669205,39.62281368821293,0.4574144486692049,0.12281368821292915
88.0,43.1893039049236,39.33616298811545,-0.31069609507640195,-0.1638370118845529
89.0,34.8747870528109,39.73594548551959,-0.6252129471890981,0.2359454855195935
90.0,35.0615763546798,39.49014778325123,-0.4384236453201993,-0.009852216748768683
91.0,43.446740858505564,39.49761526232115,-0.053259141494436335,-0.002384737678852389
92.0,35.25341426403642,39.610773899848255,-0.2465857359635777,0.11077389984825459
93.0,35.38500421229992,39.29654591406908,-0.11499578770008156,-0.20345408593092174
94.0,35.203084832904885,39.48843187660668,-0.2969151670951149,-0.011568123393317364
95.0,35.94161801501251,39.40533778148457,0.44161801501250864,-0.0946622185154311
96.0,36.06639344262295,39.09918032786885,0.5663934426229531,-0.4008196721311492
97.0,35.3579766536965,39.61011673151751,-0.14202334630350322,0.11011673151750756
98.0,35.585466556564825,39.23534269199009,0.08546655656482471,-0.26465730800990883
99.0,44.088697017268444,38.88147566718995,0.5886970172684443,-0.6185243328100469
100.0,35.61933534743203,39.605740181268885,0.11933534743202756,0.10574018126888518
101.0,34.78230702515178,39.279271465741544,-0.7176929748482195,-0.2207285342584555
102.0,35.44868735083532,39.45107398568019,-0.0513126491646787,-0.04892601431981092
103.0,35.66567828020756,39.89918458117124,0.16567828020755826,0.3991845811712409
104.0,35.58173445894091,39.93476592478895,0.08173445894090747,0.43476592478894815
105.0,43.273046532045655,39.56365232660228,-0.22695346795434546,0.0636523266022806
106.0,35.54709576138148,39.21507064364207,0.04709576138147753,-0.28492935635792804
107.0,43.473099914602905,39.2801024765158,-0.026900085397095097,-0.21989752348419955
108.0,43.02897415818324,39.98825371965544,-0.4710258418167612,0.4882537196554395
109.0,34.91740674955595,39.89698046181172,-0.5825932504440487,0.3969804618117223
110.0,36.35486577181208,38.881711409395976,0.8548657718120793,-0.6182885906040241
111.0,44.1690031152648,39.679906542056074,0.6690031152648004,0.1799065420560737
112.0,43.57435897435897,39.64871794871795,0.07435897435897232,0.14871794871795174
113.0,43.70025188916877,39.575986565911,0.20025188916876857,0.07598656591100195
114.0,43.7548231511254,39.114951768488744,0.2548231511254002,-0.3850482315112558
115.0,43.14693877551021,39.137959183673466,-0.3530612244897924,-0.36204081632653384
116.0,43.58819018404908,39.13113496932515,0.08819018404908263,-0.3688650306748471
117.0,35.68358208955224,39.54253731343284,0.18358208955223887,0.042537313432838175
118.0,43.10245183887916,39.32399299474606,-0.397548161120838,-0.1760070052539433
119.0,35.59134615384615,39.431089743589745,0.0913461538461533,-0.0689102564102555
120.0,35.45328467153285,39.833576642335764,-0.046715328467151096,0.333576642335764
121.0,35.08179012345679,39.18518518518518,-0.41820987654320874,-0.31481481481481666
122.0,35.82790309106099,39.14870509607352,0.327903091060989,-0.35129490392647966
123.0,35.48190789473684,39.41365131578947,-0.01809210526315752,-0.08634868421052744
124.0,43.95156482861401,39.53725782414307,0.4515648286140106,0.037257824143068774
125.0,35.35853865760408,39.25913338997451,-0.141461342395921,-0.24086661002549192
126.0,35.96369922212619,39.18150388936906,0.46369922212618775,-0.31849611063093874
127.0,43.69141914191419,39.32178217821782,0.19141914191418863,-0.1782178217821766
128.0,34.9075,39.708333333333336,-0.5925000000000011,0.2083333333333357
129.0,35.78264604810997,39.827319587628864,0.2826460481099673,0.32731958762886393
130.0,35.54491525423729,39.29830508474576,0.04491525423728859,-0.20169491525423666
131.0,35.536682615629985,39.40271132376395,0.036682615629985094,-0.09728867623604742
132.0,43.795708154506436,38.917596566523606,0.2957081545064355,-0.5824034334763937
133.0,35.51255411255411,39.724675324675324,0.012554112554113317,0.22467532467532436
134.0,43.596258768511305,39.11067809820732,0.09625876851130499,-0.3893219017926768
135.0,35.16318327974277,39.102090032154344,-0.3368167202572323,-0.39790996784565635
136.0,43.43882175226586,39.227341389728096,-0.06117824773414071,-0.27265861027190397
137.0,35.77018121911038,39.81548599670511,0.27018121911037696,0.3154859967051067
138.0,35.50971250971251,39.7987567987568,0.009712509712507256,0.2987567987567985
139.0,35.51857835218094,39.14943457189015,0.018578352180938396,-0.3505654281098529
140.0,43.14700854700855,39.56581196581197,-0.3529914529914535,0.06581196581196735
141.0,43.63275039745628,39.36009538950715,0.13275039745627737,-0.13990461049284875
142.0,43.47372611464968,39.98328025477707,-0.026273885350320825,0.48328025477707115
143.0,43.15378151260504,39.622689075630255,-0.34621848739495675,0.12268907563025522
144.0,35.36455108359133,40.166408668730654,-0.13544891640867007,0.6664086687306536
145.0,43.04694419840567,39.348095659875995,-0.45305580159433134,-0.15190434012400544
146.0,35.069526627218934,39.860207100591715,-0.4304733727810657,0.36020710059171535
147.0,35.50883935434281,39.64950038431975,0.008839354342811134,0.14950038431975088
148.0,43.1123595505618,39.85479688850475,-0.38764044943820153,0.354796888504751
149.0,35.57997010463378,38.91629297458894,0.07997010463378018,-0.5837070254110586
150.0,35.09409340659341,39.051510989010985,-0.4059065934065913,-0.4484890109890145
151.0,35.06511309115833,39.328307059629886,-0.43488690884166914,-0.1716929403701144
152.0,43.766588602654174,38.99687743950039,0.26658860265417417,-0.5031225604996123
153.0,43.89495450785773,39.27047146401985,0.394954507857733,-0.2295285359801511
154.0,42.75902602854744,39.517212426532325,-0.7409739714525614,0.017212426532324798
155.0,43.585880640465795,39.44978165938865,0.08588064046579547,-0.050218340611351664
156.0,43.49014567266495,38.55012853470437,-0.009854327335048652,-0.9498714652956295
157.0,34.784269662921346,39.47041198501873,-0.7157303370786536,-0.029588014981271726
158.0,35.50873515024458,39.30747728860936,0.008735150244582712,-0.19252271139063737
159.0,43.10367346938776,39.72408163265306,-0.3963265306122423,0.22408163265306058
160.0,43.9662447257384,39.45569620253165,0.4662447257383988,-0.044303797468352
161.0,35.73888888888889,39.36746031746032,0.23888888888888715,-0.1325396825396794
162.0,35.361068702290076,38.74885496183206,-0.13893129770992374,-0.751145038167941
163.0,43.72888173773129,39.164119066773935,0.2288817377312924,-0.3358809332260648
164.0,43.54473475851148,39.55344418052257,0.04473475851148123,0.053444180522568274
165.0,35.88335925349922,39.30404354587869,0.38335925349922206,-0.19595645412130835
166.0,35.60591900311527,39.56619937694704,0.10591900311526814,0.06619937694703992
167.0,35.508210890233364,39.48919619706137,0.00821089023336441,-0.010803802938632145
168.0,43.80324074074074,39.12422839506173,0.3032407407407405,-0.3757716049382722
169.0,43.48337595907928,39.19948849104859,-0.016624040920717675,-0.3005115089514092
170.0,36.291632145816074,39.217067108533556,0.7916321458160738,-0.2829328914664444
171.0,43.21770917952884,38.91795288383428,-0.28229082047116094,-0.5820471161657181
172.0,43.87427626137303,39.831265508684865,0.3742762613730335,0.33126550868486504
173.0,36.05176876617774,39.477998274374464,0.5517687661777373,-0.02200172562553604
174.0,43.38192182410423,39.722312703583064,-0.11807817589576786,0.22231270358306432
175.0,43.57389801210026,38.94468452895419,0.07389801210025837,-0.5553154710458088
176.0,35.6610455311973,39.88870151770658,0.1610455311973027,0.3887015177065791
177.0,43.627731092436974,39.55546218487395,0.12773109243697434,0.055462184873952936
178.0,43.27061649319455,39.74539631705364,-0.22938350680544772,0.24539631705363973
179.0,43.41681415929204,39.04955752212389,-0.0831858407079622,-0.45044247787610914
180.0,35.99586776859504,39.163636363636364,0.49586776859504056,-0.336363636363636
181.0,43.33276595744681,40.00595744680851,-0.16723404255318997,0.5059574468085088
182.0,43.303146584804296,39.45049884881044,-0.19685341519570443,-0.04950115118955978
183.0,43.241379310344826,39.441707717569784,-0.2586206896551744,-0.05829228243021589
184.0,35.20932134096484,39.61406377759607,-0.29067865903515866,0.11406377759607267
185.0,35.410234899328856,39.47986577181208,-0.08976510067114418,-0.020134228187920655
186.0,43.728813559322035,39.74414850686037,0.22881355932203462,0.2441485068603697
187.0,43.30888345558272,39.11491442542787,-0.19111654441727666,-0.38508557457213044
188.0,35.198302469135804,39.09336419753087,-0.30169753086419604,-0.40663580246913256
189.0,35.27619047619048,39.35064935064935,-0.22380952380952124,-0.14935064935065157
190.0,43.34106728538283,39.162412993039446,-0.15893271461717262,-0.337587006960554
191.0,35.60840890354493,39.908491343775765,0.10840890354492672,0.4084913437757649
192.0,43.854199683042786,39.02456418383518,0.35419968304278626,-0.47543581616481845
193.0,35.70479394449117,39.55677039529016,0.20479394449117194,0.05677039529015815
194.0,35.19746835443038,39.537552742616036,-0.30253164556962275,0.03755274261603603
195.0,35.334580838323355,39.3001497005988,-0.1654191616766454,-0.19985029940119858
196.0,35.61389961389961,39.38069498069498,0.113899613899612,-0.11930501930501691
197.0,43.34030571198713,39.130329847144004,-0.15969428801287222,-0.3696701528559956
198.0,35.758100979653356,39.185380557648834,0.25810097965335643,-0.3146194423511659
199.0,43.71989966555184,39.91555183946488,0.21989966555184282,0.4155518394648823
200.0,44.1417004048583,40.07449392712551,0.6417004048582982,0.5744939271255092
201.0,35.697156033820136,39.59415833973866,0.1971560338201357,0.09415833973866228
202.0,43.41428571428571,39.3,-0.08571428571428896,-0.20000000000000284
203.0,42.93967714528462,39.925233644859816,-0.5603228547153805,0.42523364485981574
204.0,34.42216981132076,39.2877358490566,-1.0778301886792434,-0.21226415094339757
205.0,43.026182432432435,39.53462837837838,-0.4738175675675649,0.034628378378378954
206.0,43.7437641723356,39.46560846560847,0.24376417233560232,-0.03439153439153131
207.0,35.62323651452282,39.72116182572614,0.12323651452282292,0.22116182572614207
208.0,43.511475409836066,39.97704918032787,0.01147540983606632,0.47704918032786736
209.0,35.72133891213389,39.46694560669456,0.2213389121338878,-0.033054393305441465
210.0,43.52270916334661,39.62390438247012,0.02270916334661166,0.1239043824701227
211.0,35.91653666146646,39.39703588143526,0.4165366614664592,-0.10296411856474208
212.0,35.72620050547599,40.0033698399326,0.2262005054759868,0.5033698399326028
213.0,43.64569775849602,39.666666666666664,0.14569775849601996,0.1666666666666643
214.0,42.986486486486484,40.02102102102102,-0.5135135135135158,0.5210210210210207
215.0,35.708498808578234,39.18427323272439,0.20849880857823422,-0.31572676727561344
216.0,35.58450704225352,39.298904538341155,0.08450704225352013,-0.20109546165884495
217.0,35.532544378698226,39.25359256128487,0.03254437869822624,-0.24640743871513138
218.0,35.92051476154428,39.84254352763058,0.4205147615442826,0.34254352763058193
219.0,43.045887445887445,39.5012987012987,-0.45411255411255524,0.0012987012987011326
220.0,36.0990099009901,39.78052805280528,0.5990099009900973,0.2805280528052805
221.0,43.7267292912041,39.659265584970115,0.22672929120410146,0.15926558497011456
222.0,43.523770491803276,39.69672131147541,0.023770491803276173,0.1967213114754074
223.0,42.96579156722355,39.12569610182975,-0.5342084327764525,-0.3743038981702469
224.0,35.54202401372213,39.72641509433962,0.04202401372212705,0.2264150943396217
225.0,35.36885928393006,39.22231473771857,-0.13114071606994315,-0.2776852622814303
226.0,36.01900826446281,39.49256198347108,0.519008264462812,-0.007438016528922731
227.0,35.588235294117645,39.39564867042707,0.08823529411764497,-0.10435132957292836
228.0,43.54330125832716,39.32124352331606,0.04330125832716192,-0.17875647668393668
229.0,35.346518987341774,39.614715189873415,-0.15348101265822578,0.11471518987341511
230.0,35.19796557120501,39.51643192488263,-0.30203442879498965,0.016431924882631677
231.0,35.851971037811744,39.69187449718423,0.35197103781174377,0.1918744971842301
232.0,43.55223880597015,39.86484245439469,0.052238805970148405,0.3648424543946902
233.0,35.68056787932564,39.078970718722275,0.18056787932564333,-0.42102928127772543
234.0,43.54294975688817,39.70016207455429,0.04294975688817004,0.20016207455429225
235.0,35.71024734982332,39.39487632508834,0.2102473498233195,-0.10512367491165975
236.0,43.85876623376623,39.357142857142854,0.3587662337662323,-0.1428571428571459
237.0,35.672080433101314,39.42691415313225,0.17208043310131416,-0.07308584686774822
238.0,43.95077932731747,39.461853978671044,0.45077932731746984,-0.038146021328955726
239.0,44.02478632478633,39.600854700854704,0.5247863247863265,0.10085470085470405
240.0,43.97577276524645,39.53884711779449,0.47577276524644674,0.03884711779448935
241.0,35.17922283901665,39.45757335448057,-0.3207771609833472,-0.0424266455194271
242.0,43.33979829325058,39.534522885958104,-0.1602017067494188,0.034522885958104155
243.0,35.811986863711,40.0623973727422,0.3119868637109988,0.5623973727421969
244.0,35.20987654320987,39.28559670781893,-0.29012345679012697,-0.21440329218106768
245.0,43.24240062353858,39.75292283710055,-0.25759937646142106,0.25292283710054875
246.0,35.41522491349481,39.28114186851211,-0.08477508650518928,-0.21885813148789168
247.0,43.44356748224151,39.49092344119968,-0.05643251775848768,-0.009076558800316548
248.0,44.339531123686335,39.56669361358124,0.839531123686335,0.06669361358124348
249.0,35.623282134195634,39.77930476960388,0.12328213419563383,0.2793047696038826
250.0,35.3008547008547,38.937606837606836,-0.19914529914530021,-0.562393162393164
251.0,35.60302775441548,40.28259041211102,0.10302775441547851,0.7825904121110199
252.0,35.32292522596549,39.66392769104355,-0.17707477403450866,0.16392769104354699
253.0,42.921241050119335,39.381066030230706,-0.5787589498806653,-0.11893396976929438
254.0,36.302698145025296,39.6610455311973,0.8026981450252961,0.1610455311973027
255.0,35.23328025477707,39.19426751592356,-0.26671974522292885,-0.3057324840764366
256.0,43.20199501246883,39.674979218620116,-0.2980049875311721,0.17497921862011623
257.0,35.32752084912813,39.2456406368461,-0.17247915087187238,-0.2543593631539025
258.0,43.381611065907244,39.347436940602115,-0.11838893409275641,-0.15256305939788462
259.0,43.40840336134454,39.32016806722689,-0.09159663865546008,-0.17983193277311216
260.0,35.05354200988468,40.51235584843493,-0.44645799011532006,1.0123558484349289
261.0,43.27657935285054,39.32588597842835,-0.2234206471494602,-0.17411402157164702
262.0,43.61465517241379,40.15948275862069,0.11465517241379075,0.6594827586206904
263.0,42.67838312829525,39.343585237258345,-0.8216168717047481,-0.15641476274165456
264.0,35.81922525107604,39.796987087517934,0.31922525107604116,0.2969870875179339
265.0,35.47115384615385,39.178994082840234,-0.0288461538461533,-0.32100591715976634
266.0,43.285099052540914,39.60981912144703,-0.2149009474590855,0.10981912144703188
267.0,43.78200692041523,39.87456747404844,0.28200692041522757,0.3745674740484404
268.0,35.26567398119122,39.539968652037615,-0.23432601880877968,0.039968652037615016
269.0,43.162358642972535,40.31906300484653,-0.337641357027465,0.8190630048465266
270.0,35.55583972719523,39.28047740835465,0.05583972719522734,-0.21952259164535093
271.0,35.267450980392155,39.37725490196078,-0.2325490196078448,-0.12274509803921774
272.0,43.40387722132472,39.9248788368336,-0.09612277867528007,0.4248788368335994
273.0,43.434241245136185,39.554863813229574,-0.06575875486381477,0.054863813229573566
274.0,35.07603890362511,39.815207780725025,-0.42396109637488877,0.3152077807250251
275.0,43.56191222570533,39.307210031347964,0.06191222570532773,-0.19278996865203624
276.0,35.233281493001556,39.96656298600311,-0.2667185069984441,0.46656298600311175
277.0,44.02283849918434,40.00326264274062,0.5228384991843384,0.5032626427406228
278.0,35.06368899917287,39.75599669148056,-0.43631100082713203,0.25599669148056137
279.0,43.657671549730146,39.28835774865073,0.1576715497301464,-0.21164225134926795
280.0,35.12041884816754,39.45200698080279,-0.3795811518324612,-0.04799301919720733
281.0,44.00322580645161,39.33225806451613,0.50322580645161,-0.16774193548386762
282.0,43.461270670147954,39.932114882506525,-0.038729329852046135,0.4321148825065251
283.0,43.33200636942675,39.375,-0.16799363057324967,-0.125
284.0,43.350312779267206,39.647006255585346,-0.14968722073279395,0.14700625558534597
285.0,35.78754578754579,39.57142857142857,0.2875457875457883,0.0714285714285694
286.0,35.6607294317218,39.213740458015266,0.16072943172179777,-0.2862595419847338
287.0,36.01210287443268,39.718608169440245,0.5121028744326779,0.21860816944024464
288.0,34.973160173160174,38.87012987012987,-0.5268398268398258,-0.6298701298701275
289.0,42.86895475819033,39.25273010920437,-0.631045241809673,-0.24726989079562856
290.0,35.38083735909823,39.7037037037037,-0.11916264090177009,0.2037037037037024
291.0,35.583468395461914,39.56726094003241,0.08346839546191376,0.06726094003241201
292.0,43.400778210116734,39.378210116731516,-0.09922178988326635,-0.12178988326848383
293.0,43.09748427672956,39.1312893081761,-0.40251572327044016,-0.3687106918238996
294.0,43.353221957040574,39.75974542561655,-0.14677804295942565,0.25974542561655056
295.0,35.211148648648646,38.96621621621622,-0.2888513513513544,-0.5337837837837824
296.0,43.75856307435255,39.59732664995823,0.2585630743525513,0.0973266499582266
297.0,35.65126676602087,39.25558867362146,0.15126676602086775,-0.24441132637853968
298.0,35.56777493606138,39.265984654731454,0.06777493606138307,-0.23401534526854562
299.0,43.749592169657426,39.53099510603589,0.2495921696574257,0.030995106035888398
300.0,43.199661590524535,39.89340101522843,-0.3003384094754651,0.3934010152284273
301.0,43.656963021243115,39.05114083398899,0.156963021243115,-0.4488591660110117
302.0,43.47506132461161,39.5437448896157,-0.02493867538839112,0.04374488961570222
303.0,43.819286871961104,39.320907617504055,0.31928687196110417,-0.17909238249594495
304.0,43.72327586206897,39.09137931034483,0.22327586206896655,-0.40862068965517295
305.0,35.53116769095698,39.88498683055312,0.031167690956976912,0.38498683055311744
306.0,35.776805251641136,39.33916849015317,0.2768052516411359,-0.1608315098468296
307.0,35.5111441307578,39.79049034175334,0.011144130757799076,0.29049034175334043
308.0,44.02736686390533,39.562869822485204,0.5273668639053284,0.06286982248520445
309.0,44.088070456365095,39.59567654123298,0.5880704563650951,0.09567654123298297
310.0,35.525035765379116,39.298283261802574,0.02503576537911556,-0.20171673819742608
311.0,43.38745704467354,39.8393470790378,-0.11254295532646097,0.33934707903780037
312.0,35.63607085346216,39.31642512077295,0.13607085346215797,-0.18357487922705218
313.0,44.188162544169614,39.495583038869256,0.6881625441696144,-0.004416961130743857
314.0,43.9358552631579,39.764802631578945,0.43585526315789735,0.2648026315789451
315.0,43.651414309484196,39.49584026622296,0.15141430948419554,-0.004159733777036934
316.0,35.434094903339194,39.27504393673111,-0.06590509666080635,-0.22495606326889117
317.0,35.663291139240506,39.58143459915612,0.1632911392405063,0.08143459915611828
318.0,43.272882805816934,39.867408041060735,-0.22711719418306586,0.36740804106073455
319.0,43.54507512520868,39.50834724540901,0.045075125208683176,0.008347245409012771
320.0,42.920138888888886,39.34375,-0.5798611111111143,-0.15625
321.0,35.69656786271451,39.652886115444616,0.19656786271450954,0.15288611544461617
322.0,36.16653875671527,39.19953952417498,0.6665387567152692,-0.30046047582501956
323.0,35.37590361445783,39.151807228915665,-0.12409638554216684,-0.3481927710843351
324.0,43.48746758859119,39.052722558340534,-0.012532411408813005,-0.44727744165946604
325.0,43.681927710843375,39.3004016064257,0.18192771084337522,-0.19959839357429843
326.0,35.73187311178248,39.32779456193354,0.23187311178247683,-0.17220543806646305
327.0,43.745259686727124,39.59686727122836,0.24525968672712395,0.09686727122836203
328.0,35.613229571984434,39.79221789883268,0.11322957198443362,0.292217898832682
329.0,43.18862042088854,39.46531566640686,-0.31137957911145975,-0.03468433359314105
330.0,43.70797831138652,39.740511231603406,0.207978311386519,0.24051123160340637
331.0,43.4558277654046,39.46102449888642,-0.04417223459540054,-0.03897550111358328
332.0,35.56429780033841,40.068527918781726,0.0642978003384087,0.5685279187817258
333.0,43.795597484276726,39.420597484276726,0.29559748427672616,-0.07940251572327384
334.0,36.10998552821997,39.526772793053546,0.6099855282199727,0.02677279305354574
335.0,35.788375558867365,40.01639344262295,0.2883755588673651,0.5163934426229488
336.0,35.546655656482244,39.30718414533443,0.04665565648224401,-0.19281585466556805
337.0,43.494776119402985,39.48880597014925,-0.0052238805970148405,-0.011194029850749132
338.0,35.05007824726135,39.220657276995304,-0.4499217527386534,-0.27934272300469587
339.0,43.511769172361426,39.60212604403949,0.011769172361425717,0.10212604403948689
340.0,35.49235251274581,39.353969410050986,-0.0076474872541894,-0.14603058994901374
341.0,35.17403314917127,39.34530386740332,-0.3259668508287277,-0.15469613259668336
342.0,35.40948275862069,38.921551724137935,-0.09051724137930961,-0.5784482758620655
343.0,35.7308009909166,39.54252683732452,0.2308009909165989,0.042526837324523115
344.0,35.0787269681742,39.40536013400335,-0.4212730318257982,-0.09463986599664764
345.0,35.39176029962547,39.37078651685393,-0.10823970037453279,-0.12921348314606718
346.0,43.59851607584501,39.45671887881286,0.0985160758450121,-0.043281121187142446
347.0,43.559633027522935,39.658882402001666,0.05963302752293487,0.15888240200166592
348.0,43.60754070265639,39.5484147386461,0.1075407026563866,0.048414738646101796
349.0,35.23354735152488,38.76966292134831,-0.2664526484751235,-0.7303370786516865
350.0,35.719968178202066,39.243436754176614,0.21996817820206616,-0.2565632458233864
351.0,35.502779984114376,39.13741064336775,0.0027799841143760773,-0.3625893566322489
352.0,35.25901639344262,39.91475409836065,-0.2409836065573785,0.41475409836065324
353.0,43.69587194608256,39.4743049705139,0.19587194608256198,-0.02569502948610136
354.0,43.67108533554267,39.28997514498757,0.1710853355426707,-0.21002485501242774
355.0,35.762489762489764,39.42260442260442,0.2624897624897642,-0.07739557739557767
356.0,35.12344777209642,39.18626734842951,-0.37655222790358067,-0.3137326515704899
357.0,43.67467811158798,39.41630901287554,0.17467811158797986,-0.08369098712446288
358.0,36.02886247877759,39.67402376910017,0.5288624787775902,0.1740237691001667
