x_over_sigma,two_source_signal,single_gaussian_fit,residual
-7.0,1.5229992408878178e-08,5.175987321647582e-05,-5.1744643224066944e-05
-6.979971387696709,1.717127283720557e-08,5.4850141574413385e-05,-5.483297030157618e-05
-6.9599427753934195,1.935223264230969e-08,5.811525394111543e-05,-5.809590170847312e-05
-6.939914163090129,2.1801453507178388e-08,6.156450114908449e-05,-6.154269969557732e-05
-6.919885550786838,2.4550797680005333e-08,6.520763177344962e-05,-6.518308097576962e-05
-6.8998569384835475,2.763576882458956e-08,6.90548726294345e-05,-6.90272368606099e-05
-6.879828326180258,3.1095910697492616e-08,7.31169500755785e-05,-7.3085854164881e-05
-6.859799713876967,3.4975247402805476e-08,7.740511214853408e-05,-7.737013690113127e-05
-6.839771101573676,3.9322769323525316e-08,8.193115155578914e-05,-8.189182878646562e-05
-6.819742489270387,4.419296920649674e-08,8.670742955319086e-05,-8.666323658398437e-05
-6.799713876967096,4.964643328786925e-08,9.174690073466825e-05,-9.169725430138038e-05
-6.779685264663805,5.575049279053327e-08,9.706313876205742e-05,-9.700738826926688e-05
-6.759656652360515,6.257994160661611e-08,0.0001026703630634473,-0.00010260778312184068
-6.739628040057225,7.021782649956577e-08,0.00010858346652894949,-0.00010851324870244992
-6.719599427753934,7.875631672461518e-08,0.00011481804423328842,-0.0001147392879165638
-6.6995708154506435,8.82976605765493e-08,0.00012139042321506854,-0.00012130212555449199
-6.679542203147354,9.895523703304597e-08,0.00012831769334304799,-0.00012821873810601493
-6.659513590844063,1.1085471137387243e-07,0.0001356177393001812,-0.00013550688458880731
-6.639484978540772,1.2413530442462035e-07,0.00014330927371662366,-0.00014318513841219904
-6.619456366237483,1.3895118590234398e-07,0.00015141187148329954,-0.0001512729202973972
-6.599427753934192,1.554730032335438e-07,0.00015994600527802577,-0.00015979053227479224
-6.579399141630901,1.738895581767575e-07,0.0001689330823365433,-0.00016875919277836655
-6.5593705293276106,1.9440964461718165e-07,0.0001783954825011614,-0.0001782010728565442
-6.539341917024321,2.1726406201400383e-07,0.0001883565975800402,-0.0001881393335180262
-6.51931330472103,2.427078201776045e-07,0.00019884087205041077,-0.00019859816423023317
-6.499284692417739,2.710225523387024e-07,0.00020987384513931353,-0.00020960282258697483
-6.47925608011445,3.0251915485053796e-07,0.00022148219431566044,-0.0002211796751608099
-6.459227467811159,3.375406733439971e-07,0.00023369378022762197,-0.00023335623955427796
-6.439198855507868,3.7646545674031835e-07,0.00024653769311950376,-0.00024616122766276343
-6.419170243204578,4.197106022230524e-07,0.0002600443007624035,-0.00025962459016018046
-6.399141630901288,4.677357160867718e-07,0.00027424529793302287,-0.0002737775622169361
-6.379113018597997,5.210470173215596e-07,0.00028917375747505305,-0.00028865271045773146
-6.3590844062947065,5.802018128666645e-07,0.0003048641829775459,-0.0003042839811646792
-6.339055793991417,6.458133756812896e-07,0.0003213525631046448,-0.0003207067497289635
-6.319027181688126,7.185562591428173e-07,0.00033867642761093683,-0.000337957871351794
-6.298998569384835,7.991720838008209e-07,0.00035687490507653946,-0.00035607573299273863
-6.278969957081545,8.88475835197163e-07,0.00037598878239585167,-0.00037510030656065453
-6.258941344778255,9.873627143164247e-07,0.0003960605660535869,-0.0003950732033392705
-6.238912732474964,1.0968155852657076e-06,0.00041713454522145966,-0.000416037729636194
-6.218884120171674,1.2179130680069586e-06,0.00043925685670840903,-0.00043803894364040206
-6.198855507868384,1.3518383273876935e-06,0.0004624755517968982,-0.00046112371346951055
-6.178826895565093,1.4998886133460038e-06,0.0004868406649972297,-0.0004853407763838837
-6.1587982832618025,1.6634856110124552e-06,0.0005124042847512611,-0.0005107407991402486
-6.138769670958512,1.8441866635046295e-06,0.0005392206261162403,-0.0005373764394527357
-6.118741058655222,2.0436969345181014e-06,0.0005673461054587192,-0.0005653024085242011
-6.098712446351931,2.2638825823712234e-06,0.0005968394171877044,-0.0005945755346053332
-6.078683834048641,2.506785021968395e-06,0.0006277616125552781,-0.0006252548275333097
-6.058655221745351,2.7746363562184212e-06,0.0006601761805519473,-0.0006574015441957288
-6.03862660944206,3.0698760637887754e-06,0.0006941491309228984,-0.0006910792548591097
-6.0185979971387695,3.3951690357034076e-06,0.0007297490793301346,-0.0007263539102944312
-5.998569384835479,3.753425059210299e-06,0.0007670473346842636,-0.0007632939096250533
-5.978540772532189,4.147819853562534e-06,0.0008061179886682775,-0.000801970168814715
-5.958512160228898,4.581817768883456e-06,0.0008470380074742446,-0.0008424561897053611
-5.938483547925608,5.059196266128794e-06,0.0008898873257722354,-0.0008848281295061066
-5.918454935622318,5.584072303325693e-06,0.0009347489429291647,-0.000929164870625839
-5.898426323319027,6.160930760765261e-06,0.0009817090214934113,-0.000975548090732646
-5.878397711015737,6.7946550456591464e-06,0.0010308569879591942,-0.0010240623329135351
-5.858369098712446,7.490560024947823e-06,0.0010822856358226837,-0.0010747950757977358
-5.838340486409156,8.254427443470555e-06,0.0011360912309396874,-0.001127836803496217
-5.8183118741058655,9.092543993581701e-06,0.0011923736191924925,-0.0011832810751989107
-5.798283261802575,1.001174221152386e-05,0.0012512363364710832,-0.0012412245942595593
-5.778254649499285,1.1019444385451033e-05,0.0013127867209714568,-0.0013017672765860057
-5.758226037195994,1.2123709669928724e-05,0.001377136027811146,-0.0013650123181412172
-5.738197424892704,1.3333284612026502e-05,0.0014443995459592456,-0.001431066261347219
-5.718168812589413,1.4657657304756618e-05,0.0015146967174754305,-0.0015000390601706739
-5.698140200286123,1.610711539459241e-05,0.001588151259049389,-0.0015720441436547967
-5.6781115879828326,1.769280818112104e-05,0.0016648912858289167,-0.0016471984776477956
-5.658082975679542,1.942681305853044e-05,0.0017450494375216385,-0.0017256226244631082
-5.638054363376252,2.132220656059645e-05,0.0018287630067519267,-0.0018074408001913303
-5.618025751072961,2.3393140283103043e-05,0.0019161740696509396,-0.0018927809293678365
-5.597997138769671,2.5654921970180067e-05,0.0020074296186539872,-0.001981774696683807
-5.57796852646638,2.8124102063868062e-05,0.0021026816974756405,-0.0020745575954117723
-5.55793991416309,3.08185660292824e-05,0.0022020875382289004,-0.002171268972199618
-5.5379113018598,3.375763278103665e-05,0.002305809700650639,-0.0022720520678696024
-5.51788268955651,3.6962159550058464e-05,0.0024140162133911543,-0.002377054053841096
-5.497854077253219,4.0454653543570765e-05,0.0025268807173213716,-0.0024864260637778007
-5.4778254649499285,4.425939076475936e-05,0.002644582610806416,-0.0026003232200416566
-5.457796852646638,4.8402542372493294e-05,0.0027673071968897715,-0.0027189046545172783
-5.437768240343347,5.291230897533375e-05,0.0028952458323271203,-0.0028423335233517867
-5.417739628040057,5.781906326793205e-05,0.0030285960784040924,-0.0029707770151361605
-5.397711015736767,6.315550143171619e-05,0.0031675618534669514,-0.0031044063520352353
-5.377682403433477,6.89568037354365e-05,0.0033123535870897046,-0.003243396783354268
-5.357653791130186,7.526080478463884e-05,0.0034631883757960647,-0.003387927571011426
-5.337625178826896,8.210817388235323e-05,0.0036202901402486044,-0.003538181966366251
-5.317596566523605,8.954260597621246e-05,0.0037838897838121262,-0.0036943471778359137
-5.297567954220314,9.761102367970007e-05,0.003954225352392063,-0.003856614328712363
-5.2775393419170245,0.00010636379086724708,0.004131542195442877,-0.00402517840457563
-5.257510729613734,0.00011585493835432968,0.004316093128035332,-0.004200238189681003
-5.237482117310444,0.00012614240218446475,0.0045081385938648836,-0.004381996191680419
-5.217453505007153,0.00013728827505500016,0.004707946829077647,-0.004570658554022647
-5.197424892703863,0.00014935907142266512,0.004915794026783225,-0.00476643495536056
-5.177396280400572,0.00016242600683797278,0.0051319645021175335,-0.00496953849527956
-5.157367668097281,0.00017656529206452705,0.005356750857711792,-0.005180185565647265
-5.1373390557939915,0.00019185844254504268,0.005590454149417056,-0.005398595706872013
-5.117310443490701,0.0002083926037802543,0.005833384052126773,-0.005624991448346519
-5.097281831187411,0.00022626089318974723,0.006085859025532631,-0.005859598132342884
-5.07725321888412,0.00024556275902497775,0.006348206479642294,-0.006102643720617316
-5.05722460658083,0.0002664043569041398,0.006620762939879725,-0.006354358582975585
-5.037195994277539,0.0002888989445360365,0.006903874211582297,-0.0066149752670462605
-5.017167381974248,0.0003131672951954484,0.007197895543700996,-0.006884728248505547
-4.997138769670959,0.0003393381305056141,0.007503191791502933,-0.007163853660997319
-4.977110157367668,0.00036754857307407386,0.007820137578067883,-0.007452589004993809
-4.957081545064378,0.0003979446195161924,0.00814911745436303,-0.007751172834846838
-4.9370529327610875,0.0004306816343859738,0.008490526057672995,-0.008059844423287022
-4.917024320457797,0.0004659248655160531,0.008844768268153846,-0.008378843402637793
-4.896995708154506,0.000503849981248001,0.009212259363273662,-0.008708409382025661
-4.8769670958512155,0.0005446436300098982,0.009593425169893255,-0.009048781539883357
-4.856938483547926,0.0005885040226705378,0.009988702213734305,-0.009400198191063767
-4.836909871244635,0.0006356415380683194,0.010398537865974201,-0.009762896327905881
-4.816881258941345,0.0006862793520776963,0.010823390486699365,-0.010137111134621669
-4.7968526466380546,0.0007406540905369101,0.011263729564942222,-0.010523075474405312
-4.776824034334764,0.0007990165063172358,0.01172003585501855,-0.010921019348701313
-4.756795422031473,0.0008616321807662354,0.012192801508876104,-0.01133116932810987
-4.7367668097281825,0.0009287822497050909,0.01268253020415712,-0.011753747954452028
-4.716738197424893,0.0010007641541030106,0.01318973726767114,-0.01218897311356813
-4.696709585121602,0.0010778924154897403,0.013714949793967486,-0.012637057378477746
-4.676680972818312,0.0011604994361001277,0.014258706758689777,-0.01309820732258965
-4.656652360515022,0.0012489363236726442,0.014821559126389125,-0.01357262280271648
-4.636623748211731,0.0013435737407460908,0.015404069952464954,-0.014060496211718863
-4.61659513590844,0.001444802778216003,0.016006814478898065,-0.014562011700682062
-4.59656652360515,0.0015530358528237115,0.01663038022343262,-0.015077344370608908
-4.57653791130186,0.0016687076281570404,0.017275367061859725,-0.015606659433702685
