r_lambda_over_NA,Airy,Gaussian
0.5155624036979969,0.02296270599552138,0.06178568674360376
0.5177195685670262,0.021760663502849872,0.06035991472779976
0.5198767334360554,0.020597536144314636,0.05896129611445431
0.5220338983050847,0.01947283892853983,0.05758947122653376
0.524191063174114,0.01838608165844955,0.056244080994304245
0.5263482280431433,0.017336769159766778,0.05492476707956634
0.5285053929121726,0.016324401509411907,0.053631171996640394
0.5306625577812019,0.015348474263710336,0.05236293923010966
0.5328197226502311,0.014408478686316551,0.051119713349328286
0.5349768875192603,0.013503901975765413,0.0499011401197052
0.5371340523882896,0.012634227492560355,0.048706866610774675
0.5392912172573189,0.01179893498571039,0.04753654130106864
0.5414483821263482,0.010997500818626611,0.046389814179805186
0.5436055469953774,0.010229398194291769,0.045266336845411564
0.5457627118644067,0.00949409737961624,0.04416576260090043
0.547919876733436,0.008791065928894658,0.043087746546120236
0.5500770416024653,0.008119768906278727,0.04203194566690212
0.5522342064714946,0.007479669107182372,0.04099801892112724
0.5543913713405239,0.006870227278536809,0.03998562732174023
0.5565485362095531,0.006290902337813415,0.03899443401673518
0.5587057010785824,0.005741151590734134,0.03802410436614298
0.5608628659476117,0.005220430947589683,0.037074306016049066
0.563020030816641,0.004728195138087147,0.036144708969672895
0.5651771956856703,0.00426389792464973,0.03523498565554086
0.5673343605546995,0.003826992314092325,0.03434481099278606
0.5694915254237288,0.0034169307675983016,0.03347386245360918
0.571648690292758,0.0030331654089234415,0.03262182012293604
0.5738058551617873,0.002675148230754733,0.03178836675530759
0.5759630200308166,0.0023423312991528466,0.03097318782904097
0.5781201848998458,0.0020341669560084256,0.030175971597697953
0.5802773497688751,0.001750108019443438,0.02939640913890176
0.5824345146379044,0.0014896079820906109,0.02863419440054061
0.5845916795069337,0.0012521212071849527,0.027889024244399447
0.586748844375963,0.0010371031224029803,0.027160598487260726
0.5889060092449923,0.0008440104113865757,0.02644861993951623
0.5910631741140215,0.0006723012028898957,0.025752794441332456
0.5932203389830508,0.0005214352574891925,0.02507283089641251
0.5953775038520801,0.0003908741517968379,0.024408441303398042
0.5975346687211094,0.00028008146012240047,0.023759340784955306
0.5996918335901387,0.000188522933525097,0.023125247614589457
0.601848998459168,0.00011566667620346113,0.02250588324123217
0.6040061633281972,6.098331916964737e-05,0.021900972311647098
0.6061633281972265,2.3946191157290484e-05,0.021310242690699054
0.6083204930662557,4.031486713467651e-06,0.020733425479532046
0.610477657935285,7.184314268646192e-07,0.02017025503170179
0.6126348228043142,1.3489444245838618e-05,0.019620468967309145
0.6147919876733435,4.1830296841697847e-05,0.019083808185179827
0.6169491525423728,8.523026997412114e-05,0.01856001687313651
0.6191063174114021,0.0001431823068172873,0.01804884251640982
0.6212634822804314,0.00021518316320689207,0.01755003590423383
0.6234206471494607,0.00030073355476992127,0.01706335113467218
0.6255778120184899,0.00039933830090065336,0.01658854561772099
0.6277349768875192,0.0005105064655480625,0.016125380076734013
0.6298921417565485,0.000633751494781462,0.01567361854821615
0.6320493066255778,0.000768591351102847,0.015233028380030484
0.6342064714946071,0.0009145486444761383,0.014803380228064366
0.6363636363636364,0.0010711507600452074,0.014384448051399691
0.6385208012326656,0.0012379299825141378,0.013976009106031917
0.6406779661016949,0.0014144236171650336,0.013577843937182678
0.6428351309707242,0.0016001741074902509,0.0131897363702501
0.6449922958397534,0.001794729149417528,0.012811473500440727
0.6471494607087827,0.001997641802108648,0.01244284568112639
0.6493066255778119,0.0022084705953129523,0.012083646510969779
0.6514637904468412,0.0024267796332601505,0.01173367281986063
0.6536209553158705,0.0026521386950769943,0.011392724653705447
0.6557781201848998,0.0028841233317154296,0.011060605258112496
0.6579352850539291,0.0031223149593803063,0.010737121061013207
0.6600924499229583,0.003366300949447591,0.010422081654261353
0.6622496147919876,0.00361567471486453,0.010115299774249914
0.6644067796610169,0.003870035793025657,0.009816591281585949
